Drive_ID,Vendor,Model,Firmware_Version,Temperature_C,Total_TBW_TB,Total_TBR_TB,Power_On_Hours,Unsafe_Shutdowns,Media_Errors,Percent_Life_Used,Available_Spare,SMART_Warning_Flag,Failure_Mode,Failure_Flag
NVME-13601,Samsung,980 Pro,1.1.2,41.4,108.18,97.68,3585,0,0,9.0,99.1,0,0,0
NVME-13602,Crucial,P5 Plus,3.0.5,43.9,902.43,955.74,33350,0,85,75.2,92.5,1,4,1
NVME-13603,Samsung,980 Pro,2.1.0,83.4,420.38,348.52,23327,0,10,35.0,96.5,1,2,1
NVME-13604,Crucial,P5 Plus,1.1.2,43.5,92.92,111.11,8425,0,0,7.7,99.2,0,0,0
NVME-13605,Intel,670p,2.1.0,28.8,198.99,169.91,7889,1,0,16.6,98.3,0,0,0
NVME-13606,Intel,670p,1.0.0,77.0,279.58,243.78,8336,0,6,23.3,97.7,0,2,1
NVME-13607,Samsung,980 Pro,1.0.0,37.5,805.47,860.84,17567,1,39,67.1,93.3,1,4,1
NVME-13608,Intel,670p,1.0.0,28.3,659.3,767.98,35426,0,0,54.9,94.5,0,0,0
NVME-13609,Crucial,P5 Plus,2.1.0,33.2,160.72,161.76,4498,0,0,13.4,98.7,0,0,0
NVME-13610,Intel,670p,1.1.2,37.2,86.23,69.9,1733,0,0,7.2,99.3,0,0,0
NVME-13611,Western Digital,SN850,2.0.1,58.2,356.59,296.52,33266,1,11,29.7,97.0,0,2,1
NVME-13612,Intel,670p,2.0.1,35.6,323.23,374.05,11761,1,0,26.9,97.3,0,0,0
NVME-13613,Crucial,P5 Plus,2.1.0,29.0,1198.7,1361.09,33834,0,34,99.9,1.9,1,1,1
NVME-13614,Western Digital,SN850,2.0.1,24.9,768.64,921.38,22945,20,1,64.1,93.6,0,3,1
NVME-13615,Intel,670p,3.0.5,46.7,186.42,180.9,3802,0,0,15.5,98.4,0,0,0
NVME-13616,Western Digital,SN850,1.1.2,30.2,543.37,608.64,31045,0,0,45.3,95.5,0,0,0
NVME-13617,Intel,670p,1.0.0,38.7,71.84,61.41,1706,0,86,6.0,99.4,1,4,1
NVME-13618,Intel,670p,2.0.1,36.4,524.26,535.05,13753,0,0,43.7,95.6,0,0,0
NVME-13619,Samsung,980 Pro,2.1.0,45.9,127.97,134.29,3947,0,0,10.7,98.9,0,0,0
NVME-13620,Western Digital,SN850,2.1.0,61.6,933.31,801.08,18818,0,14,77.8,92.2,0,2,1
NVME-13621,Seagate,FireCuda 530,2.1.0,33.6,1740.65,1455.97,35948,0,0,100.0,85.5,0,0,0
NVME-13622,Western Digital,SN850,1.1.2,58.0,1665.4,1902.51,37987,1,5,100.0,86.1,0,2,1
NVME-13623,Intel,670p,2.0.1,35.9,716.76,766.08,36724,0,0,59.7,94.0,0,0,0
NVME-13624,Intel,670p,3.0.5,26.2,544.62,511.34,487,0,8,45.4,95.5,1,5,1
NVME-13625,Seagate,FireCuda 530,2.1.0,39.7,518.08,586.97,12103,1,0,43.2,95.7,0,0,0
NVME-13626,Intel,670p,2.0.1,30.6,1531.51,1628.08,32464,0,0,100.0,87.2,0,0,0
NVME-13627,Crucial,P5 Plus,3.0.5,30.5,299.18,258.87,6059,0,0,24.9,97.5,0,0,0
NVME-13628,Intel,670p,2.1.0,38.7,957.55,862.58,32781,0,0,79.8,92.0,0,0,0
NVME-13629,Samsung,980 Pro,2.0.1,34.7,469.62,396.82,16849,1,0,39.1,96.1,0,0,0
NVME-13630,Samsung,980 Pro,3.0.5,31.6,1514.51,1709.38,39876,0,0,100.0,87.4,0,0,0
NVME-13631,Seagate,FireCuda 530,2.0.1,32.8,291.01,265.07,29052,1,0,24.3,97.6,0,0,0
NVME-13632,Western Digital,SN850,2.0.1,28.0,1158.77,191.51,6315,0,46,96.6,1.1,1,1,1
NVME-13633,Samsung,980 Pro,3.0.5,35.7,1162.74,1205.29,29056,0,0,96.9,90.3,0,0,0
NVME-13634,Seagate,FireCuda 530,3.0.5,36.9,130.65,131.01,3722,2,0,10.9,98.9,0,0,0
NVME-13635,Samsung,980 Pro,1.0.0,33.0,1597.82,1774.93,39111,0,30,100.0,86.7,1,4,1
NVME-13636,Seagate,FireCuda 530,2.1.0,35.7,790.46,852.3,31293,0,31,65.9,93.4,1,4,1
NVME-13637,Western Digital,SN850,1.1.2,39.2,204.26,211.72,19866,1,0,17.0,98.3,0,0,0
NVME-13638,Seagate,FireCuda 530,1.1.2,31.6,1297.12,114.93,10068,0,49,100.0,7.9,1,1,1
NVME-13639,Intel,670p,3.0.5,43.0,1027.14,965.17,39068,0,0,85.6,91.4,0,0,0
NVME-13640,Seagate,FireCuda 530,3.0.5,35.8,303.73,264.41,17885,2,0,25.3,97.5,0,0,0
NVME-13641,Samsung,980 Pro,1.0.0,46.3,1237.18,530.28,17337,1,30,100.0,3.9,1,1,1
NVME-13642,Seagate,FireCuda 530,1.1.2,35.3,834.62,846.6,17638,0,0,69.6,93.0,0,0,0
NVME-13643,Seagate,FireCuda 530,1.0.0,29.1,402.23,376.44,14814,0,81,33.5,96.6,1,4,1
NVME-13644,Western Digital,SN850,1.1.2,32.5,159.72,186.98,11378,1,0,13.3,98.7,0,0,0
NVME-13645,Intel,670p,1.1.2,31.3,1120.63,1124.46,24027,0,0,93.4,90.7,0,0,0
NVME-13646,Intel,670p,3.0.5,33.7,1690.81,1372.71,37795,0,0,100.0,85.9,0,0,0
NVME-13647,Western Digital,SN850,3.0.5,32.8,213.39,239.65,12,0,8,17.8,98.2,1,5,1
NVME-13648,Crucial,P5 Plus,2.0.1,73.6,343.19,313.19,7279,0,3,28.6,97.1,0,2,1
NVME-13649,Western Digital,SN850,2.1.0,28.8,207.76,228.45,15267,0,0,17.3,98.3,0,0,0
NVME-13650,Crucial,P5 Plus,2.1.0,34.5,1271.31,633.03,30340,0,33,100.0,5.4,1,1,1
NVME-13651,Samsung,980 Pro,3.0.5,30.5,885.95,943.34,21268,0,0,73.8,92.6,0,0,0
NVME-13652,Western Digital,SN850,1.0.0,27.4,1484.21,1744.98,33441,0,0,100.0,87.6,0,0,0
NVME-13653,Seagate,FireCuda 530,2.0.1,27.1,1050.78,897.44,29038,0,0,87.6,91.2,0,0,0
NVME-13654,Samsung,980 Pro,1.1.2,37.0,694.85,569.51,31087,0,0,57.9,94.2,0,0,0
NVME-13655,Samsung,980 Pro,1.1.2,91.9,270.16,283.23,25300,3,7,22.5,97.7,1,2,1
NVME-13656,Intel,670p,3.0.5,27.1,28.6,33.78,1391,0,0,2.4,99.8,0,0,0
NVME-13657,Western Digital,SN850,3.0.5,31.4,190.47,226.76,7021,0,0,15.9,98.4,0,0,0
NVME-13658,Intel,670p,3.0.5,36.8,1264.37,451.03,21627,0,35,100.0,5.7,1,1,1
NVME-13659,Intel,670p,3.0.5,33.5,271.71,280.39,13635,1,0,22.6,97.7,0,0,0
NVME-13660,Western Digital,SN850,2.1.0,46.1,883.52,904.43,18600,0,0,73.6,92.6,0,0,0
NVME-13661,Samsung,980 Pro,2.1.0,40.1,342.72,302.26,11397,0,0,28.6,97.1,0,0,0
NVME-13662,Samsung,980 Pro,3.0.5,45.0,1263.0,106.98,4970,0,16,100.0,4.3,1,1,1
NVME-13663,Seagate,FireCuda 530,2.0.1,71.9,244.73,272.04,5025,0,12,20.4,98.0,0,2,1
NVME-13664,Samsung,980 Pro,2.0.1,34.1,98.46,83.77,2435,35,8,8.2,99.2,1,3,1
NVME-13665,Crucial,P5 Plus,2.0.1,36.2,87.59,74.68,2789,0,0,7.3,99.3,0,0,0
NVME-13666,Western Digital,SN850,2.0.1,77.3,516.69,426.02,12636,1,9,43.1,95.7,0,2,1
NVME-13667,Intel,670p,1.0.0,76.6,83.17,87.78,5664,1,12,6.9,99.3,0,2,1
NVME-13668,Western Digital,SN850,2.0.1,30.3,125.92,128.21,8589,1,0,10.5,99.0,0,0,0
NVME-13669,Intel,670p,2.0.1,69.5,455.06,519.88,25347,3,8,37.9,96.2,0,2,1
NVME-13670,Samsung,980 Pro,1.0.0,78.7,108.72,127.36,9339,0,8,9.1,99.1,0,2,1
NVME-13671,Seagate,FireCuda 530,1.1.2,58.1,67.68,69.59,4823,0,10,5.6,99.4,0,2,1
NVME-13672,Crucial,P5 Plus,1.1.2,71.3,244.9,230.71,11252,0,6,20.4,98.0,0,2,1
NVME-13673,Intel,670p,3.0.5,68.2,1374.5,1222.95,38973,1,3,100.0,88.5,0,2,1
NVME-13674,Intel,670p,3.0.5,36.3,737.92,749.58,34443,1,0,61.5,93.9,0,0,0
NVME-13675,Seagate,FireCuda 530,1.0.0,32.7,1201.08,1019.05,24002,0,45,100.0,4.4,1,1,1
NVME-13676,Western Digital,SN850,3.0.5,33.9,1202.9,208.34,19160,2,12,100.0,4.4,1,1,1
NVME-13677,Samsung,980 Pro,1.0.0,43.2,120.56,109.02,8750,1,0,10.0,99.0,0,0,0
NVME-13678,Samsung,980 Pro,3.0.5,40.3,671.11,632.92,20579,0,90,55.9,94.4,1,4,1
NVME-13679,Samsung,980 Pro,2.0.1,36.3,1136.32,168.53,6121,0,14,94.7,2.5,1,1,1
NVME-13680,Crucial,P5 Plus,2.1.0,32.5,385.23,314.86,25243,12,3,32.1,96.8,0,3,1
NVME-13681,Western Digital,SN850,1.1.2,39.5,619.56,682.35,29422,0,0,51.6,94.8,0,0,0
NVME-13682,Crucial,P5 Plus,1.0.0,37.1,467.97,510.26,27692,0,0,39.0,96.1,0,0,0
NVME-13683,Western Digital,SN850,2.1.0,27.5,85.93,94.35,7373,3,0,7.2,99.3,0,0,0
NVME-13684,Seagate,FireCuda 530,2.0.1,29.2,619.81,533.74,39114,0,0,51.7,94.8,0,0,0
NVME-13685,Seagate,FireCuda 530,1.1.2,42.5,212.56,250.09,7147,0,0,17.7,98.2,0,0,0
NVME-13686,Samsung,980 Pro,2.1.0,43.1,73.34,78.43,4115,1,0,6.1,99.4,0,0,0
NVME-13687,Intel,670p,2.0.1,38.9,839.88,786.68,21023,1,0,70.0,93.0,0,0,0
NVME-13688,Samsung,980 Pro,1.0.0,35.1,397.97,356.64,16742,0,0,33.2,96.7,0,0,0
NVME-13689,Crucial,P5 Plus,1.0.0,36.0,1132.51,1336.46,24269,0,0,94.4,90.6,0,0,0
NVME-13690,Intel,670p,1.0.0,38.0,494.48,513.03,23681,0,14,41.2,95.9,1,4,1
NVME-13691,Seagate,FireCuda 530,3.0.5,45.1,1104.94,913.16,36160,1,15,92.1,7.7,1,1,1
NVME-13692,Seagate,FireCuda 530,1.1.2,78.2,145.98,168.48,4757,0,7,12.2,98.8,0,2,1
NVME-13693,Samsung,980 Pro,2.1.0,35.8,914.75,835.22,39741,2,0,76.2,92.4,0,0,0
NVME-13694,Seagate,FireCuda 530,1.1.2,74.4,66.72,67.32,4102,0,3,5.6,99.4,0,2,1
NVME-13695,Seagate,FireCuda 530,2.1.0,32.1,1249.64,1043.52,33850,2,14,100.0,9.2,1,1,1
NVME-13696,Crucial,P5 Plus,2.1.0,40.7,208.98,192.31,13210,0,0,17.4,98.3,0,0,0
NVME-13697,Intel,670p,3.0.5,84.8,648.63,519.97,32050,0,10,54.1,94.6,1,2,1
NVME-13698,Seagate,FireCuda 530,2.0.1,42.5,409.58,443.82,9913,0,0,34.1,96.6,0,0,0
NVME-13699,Seagate,FireCuda 530,2.0.1,28.3,0.18,0.17,17,2,0,0.0,100.0,0,0,0
NVME-13700,Seagate,FireCuda 530,3.0.5,37.2,30.76,36.37,2940,0,0,2.6,99.7,0,0,0
NVME-13701,Seagate,FireCuda 530,2.1.0,55.8,1455.89,1423.31,29220,0,10,100.0,87.9,0,2,1
NVME-13702,Intel,670p,1.0.0,33.4,319.79,344.08,12249,2,62,26.6,97.3,1,4,1
NVME-13703,Intel,670p,1.0.0,32.0,530.47,625.27,25606,0,0,44.2,95.6,0,0,0
NVME-13704,Western Digital,SN850,3.0.5,30.9,1205.27,174.65,4506,1,44,100.0,2.1,1,1,1
NVME-13705,Samsung,980 Pro,1.1.2,83.3,35.1,39.73,1322,0,13,2.9,99.7,1,2,1
NVME-13706,Crucial,P5 Plus,2.1.0,31.8,623.05,705.44,39151,13,6,51.9,94.8,0,3,1
NVME-13707,Intel,670p,1.1.2,30.6,1199.0,1311.21,35504,0,28,99.9,9.6,1,1,1
NVME-13708,Seagate,FireCuda 530,1.1.2,37.4,126.95,104.38,4863,0,0,10.6,98.9,0,0,0
NVME-13709,Intel,670p,2.1.0,43.3,1008.52,1018.26,35847,1,0,84.0,91.6,0,0,0
NVME-13710,Crucial,P5 Plus,2.0.1,37.0,310.26,366.66,22329,2,0,25.9,97.4,0,0,0
NVME-13711,Samsung,980 Pro,3.0.5,64.3,86.98,83.26,4795,0,5,7.2,99.3,0,2,1
NVME-13712,Western Digital,SN850,3.0.5,30.2,1044.32,865.2,34886,26,6,87.0,91.3,1,3,1
NVME-13713,Crucial,P5 Plus,1.0.0,30.9,945.4,940.25,22871,0,0,78.8,92.1,0,0,0
NVME-13714,Crucial,P5 Plus,1.1.2,33.1,1036.27,1195.78,35426,2,0,86.4,91.4,0,0,0
NVME-13715,Intel,670p,1.0.0,35.5,1809.05,1538.84,38720,0,96,100.0,84.9,1,4,1
NVME-13716,Intel,670p,1.1.2,87.9,1674.75,2006.38,34123,2,7,100.0,86.0,1,2,1
NVME-13717,Samsung,980 Pro,1.0.0,39.1,574.34,672.6,12634,0,0,47.9,95.2,0,0,0
NVME-13718,Western Digital,SN850,1.0.0,35.8,424.9,480.51,8874,1,0,35.4,96.5,0,0,0
NVME-13719,Intel,670p,2.1.0,66.5,270.95,277.15,8462,2,9,22.6,97.7,0,2,1
NVME-13720,Intel,670p,2.1.0,32.1,674.27,794.43,34913,0,0,56.2,94.4,0,0,0
NVME-13721,Western Digital,SN850,3.0.5,33.5,6.42,6.85,533,0,0,0.5,99.9,0,0,0
NVME-13722,Intel,670p,3.0.5,40.5,75.16,86.66,4421,0,0,6.3,99.4,0,0,0
NVME-13723,Western Digital,SN850,2.0.1,32.4,913.94,851.62,19115,1,0,76.2,92.4,0,0,0
NVME-13724,Samsung,980 Pro,1.0.0,33.7,1236.79,675.71,26800,1,45,100.0,1.2,1,1,1
NVME-13725,Crucial,P5 Plus,3.0.5,36.3,391.81,457.97,8318,1,0,32.7,96.7,0,0,0
NVME-13726,Western Digital,SN850,1.0.0,43.3,307.83,277.81,27514,3,15,25.7,97.4,1,4,1
NVME-13727,Intel,670p,3.0.5,35.5,716.61,737.53,25598,1,0,59.7,94.0,0,0,0
NVME-13728,Western Digital,SN850,1.0.0,35.3,1222.81,247.34,6032,1,18,100.0,1.2,1,1,1
NVME-13729,Intel,670p,2.0.1,29.2,256.21,295.83,23641,0,58,21.4,97.9,1,4,1
NVME-13730,Seagate,FireCuda 530,1.1.2,34.4,833.81,929.74,29597,0,0,69.5,93.1,0,0,0
NVME-13731,Samsung,980 Pro,3.0.5,76.3,521.79,577.7,10456,1,10,43.5,95.7,0,2,1
NVME-13732,Intel,670p,1.1.2,33.7,841.5,967.35,16980,1,50,70.1,93.0,1,4,1
NVME-13733,Crucial,P5 Plus,2.1.0,33.3,1124.23,957.5,26125,30,7,93.7,90.6,1,3,1
NVME-13734,Seagate,FireCuda 530,2.1.0,28.5,427.48,509.56,20254,0,0,35.6,96.4,0,0,0
NVME-13735,Western Digital,SN850,3.0.5,82.3,915.87,794.33,19746,0,11,76.3,92.4,1,2,1
NVME-13736,Crucial,P5 Plus,2.0.1,33.1,504.97,568.68,13121,0,0,42.1,95.8,0,0,0
NVME-13737,Seagate,FireCuda 530,3.0.5,29.1,275.38,266.61,17381,0,0,22.9,97.7,0,0,0
NVME-13738,Samsung,980 Pro,2.1.0,34.4,72.69,81.21,4263,1,0,6.1,99.4,0,0,0
NVME-13739,Intel,670p,1.0.0,39.0,1134.95,1092.3,24609,2,30,94.6,7.5,1,1,1
NVME-13740,Crucial,P5 Plus,2.1.0,28.8,68.17,74.98,1541,0,0,5.7,99.4,0,0,0
NVME-13741,Western Digital,SN850,1.0.0,33.5,677.45,753.93,19003,23,8,56.5,94.4,0,3,1
NVME-13742,Western Digital,SN850,2.0.1,60.3,673.32,666.78,22363,0,12,56.1,94.4,0,2,1
NVME-13743,Western Digital,SN850,2.1.0,32.9,514.11,476.52,31435,0,0,42.8,95.7,0,0,0
NVME-13744,Seagate,FireCuda 530,1.1.2,36.5,1251.27,560.91,12212,0,12,100.0,0.7,1,1,1
NVME-13745,Seagate,FireCuda 530,1.1.2,37.6,297.62,348.79,9625,43,4,24.8,97.5,1,3,1
NVME-13746,Samsung,980 Pro,1.1.2,40.2,364.42,422.06,284,0,9,30.4,97.0,1,5,1
NVME-13747,Crucial,P5 Plus,1.0.0,37.9,1198.31,227.3,18460,1,48,99.9,2.0,1,1,1
NVME-13748,Seagate,FireCuda 530,1.1.2,39.7,945.42,836.79,19980,0,0,78.8,92.1,0,0,0
NVME-13749,Crucial,P5 Plus,3.0.5,81.0,171.58,145.44,9446,1,8,14.3,98.6,1,2,1
NVME-13750,Samsung,980 Pro,2.1.0,75.7,652.63,664.25,14726,1,8,54.4,94.6,0,2,1
NVME-13751,Intel,670p,3.0.5,38.7,1260.99,58.83,4626,1,34,100.0,4.2,1,1,1
NVME-13752,Seagate,FireCuda 530,3.0.5,79.2,476.71,424.38,21113,2,5,39.7,96.0,0,2,1
NVME-13753,Crucial,P5 Plus,3.0.5,31.7,1244.15,1118.48,27365,1,42,100.0,2.5,1,1,1
NVME-13754,Samsung,980 Pro,2.0.1,34.4,842.75,794.46,37272,0,0,70.2,93.0,0,0,0
NVME-13755,Samsung,980 Pro,1.1.2,28.9,77.6,82.78,1913,0,0,6.5,99.4,0,0,0
NVME-13756,Crucial,P5 Plus,1.0.0,23.5,1176.14,1122.0,19859,2,34,98.0,3.1,1,1,1
NVME-13757,Samsung,980 Pro,1.0.0,22.1,236.65,240.67,5506,1,65,19.7,98.0,1,4,1
NVME-13758,Seagate,FireCuda 530,1.1.2,87.6,399.53,388.17,10567,1,7,33.3,96.7,1,2,1
NVME-13759,Crucial,P5 Plus,2.1.0,36.1,308.64,266.65,12913,1,0,25.7,97.4,0,0,0
NVME-13760,Seagate,FireCuda 530,2.0.1,81.5,656.65,672.75,28398,1,9,54.7,94.5,1,2,1
NVME-13761,Intel,670p,1.0.0,44.0,489.31,499.32,12683,0,0,40.8,95.9,0,0,0
NVME-13762,Samsung,980 Pro,3.0.5,32.6,1207.46,1049.74,31322,2,35,100.0,3.9,1,1,1
NVME-13763,Crucial,P5 Plus,2.1.0,35.0,127.73,128.27,6829,0,0,10.6,98.9,0,0,0
NVME-13764,Seagate,FireCuda 530,2.1.0,30.8,521.72,598.66,10840,0,0,43.5,95.7,0,0,0
NVME-13765,Crucial,P5 Plus,1.0.0,34.0,734.11,605.71,18745,1,0,61.2,93.9,0,0,0
NVME-13766,Samsung,980 Pro,2.1.0,36.5,155.32,184.65,11640,0,0,12.9,98.7,0,0,0
NVME-13767,Samsung,980 Pro,1.0.0,26.6,114.83,113.01,89,0,17,9.6,99.0,1,5,1
NVME-13768,Samsung,980 Pro,2.0.1,43.0,666.27,639.88,16682,1,0,55.5,94.4,0,0,0
NVME-13769,Seagate,FireCuda 530,1.0.0,38.8,57.51,59.42,2909,1,0,4.8,99.5,0,0,0
NVME-13770,Intel,670p,2.1.0,28.7,532.07,573.53,39676,0,0,44.3,95.6,0,0,0
NVME-13771,Crucial,P5 Plus,2.1.0,30.3,1299.59,821.43,21035,0,48,100.0,2.4,1,1,1
NVME-13772,Intel,670p,1.1.2,36.1,483.79,498.54,25945,0,0,40.3,96.0,0,0,0
NVME-13773,Samsung,980 Pro,2.1.0,39.6,1253.32,1297.69,26165,1,0,100.0,89.6,0,0,0
NVME-13774,Samsung,980 Pro,3.0.5,40.7,298.26,262.28,15815,1,0,24.9,97.5,0,0,0
NVME-13775,Samsung,980 Pro,2.0.1,30.4,130.81,120.93,5395,1,0,10.9,98.9,0,0,0
NVME-13776,Samsung,980 Pro,1.1.2,24.9,46.9,40.03,2742,1,0,3.9,99.6,0,0,0
NVME-13777,Crucial,P5 Plus,1.1.2,29.0,227.72,271.22,13085,0,0,19.0,98.1,0,0,0
NVME-13778,Western Digital,SN850,3.0.5,84.8,1137.59,1222.29,29683,0,14,94.8,90.5,1,2,1
NVME-13779,Crucial,P5 Plus,2.1.0,34.6,433.93,510.01,32309,0,0,36.2,96.4,0,0,0
NVME-13780,Samsung,980 Pro,2.1.0,38.5,507.99,427.93,29942,0,0,42.3,95.8,0,0,0
NVME-13781,Intel,670p,2.1.0,35.8,1245.76,315.17,27144,0,31,100.0,8.9,1,1,1
NVME-13782,Intel,670p,2.1.0,34.6,399.97,405.87,11008,0,0,33.3,96.7,0,0,0
NVME-13783,Seagate,FireCuda 530,2.1.0,34.3,603.73,617.31,22048,0,0,50.3,95.0,0,0,0
NVME-13784,Intel,670p,2.1.0,30.8,271.26,245.62,7988,0,0,22.6,97.7,0,0,0
NVME-13785,Crucial,P5 Plus,2.0.1,30.1,975.22,958.57,33623,0,0,81.3,91.9,0,0,0
NVME-13786,Intel,670p,1.0.0,33.9,256.93,209.48,19875,0,0,21.4,97.9,0,0,0
NVME-13787,Samsung,980 Pro,1.0.0,31.3,108.79,99.78,6786,0,0,9.1,99.1,0,0,0
NVME-13788,Crucial,P5 Plus,3.0.5,32.1,1787.23,1770.02,38222,0,0,100.0,85.1,0,0,0
NVME-13789,Western Digital,SN850,3.0.5,32.8,791.88,666.02,30406,1,0,66.0,93.4,0,0,0
NVME-13790,Seagate,FireCuda 530,1.1.2,37.9,256.77,224.55,6097,1,0,21.4,97.9,0,0,0
NVME-13791,Western Digital,SN850,2.1.0,39.2,210.09,189.05,4533,1,0,17.5,98.2,0,0,0
NVME-13792,Western Digital,SN850,3.0.5,71.6,384.0,450.21,9157,0,12,32.0,96.8,0,2,1
NVME-13793,Samsung,980 Pro,2.0.1,27.4,413.28,407.46,29509,0,0,34.4,96.6,0,0,0
NVME-13794,Crucial,P5 Plus,1.1.2,35.4,670.15,770.65,18755,0,0,55.8,94.4,0,0,0
NVME-13795,Crucial,P5 Plus,1.0.0,27.4,458.45,515.5,10060,0,0,38.2,96.2,0,0,0
NVME-13796,Samsung,980 Pro,2.0.1,28.1,1333.07,1249.1,38906,1,0,100.0,88.9,0,0,0
NVME-13797,Crucial,P5 Plus,2.1.0,39.3,458.79,500.1,24720,0,0,38.2,96.2,0,0,0
NVME-13798,Samsung,980 Pro,2.0.1,42.7,1181.79,349.88,15677,0,25,98.5,1.8,1,1,1
NVME-13799,Western Digital,SN850,1.1.2,35.9,61.81,71.95,4622,2,0,5.2,99.5,0,0,0
NVME-13800,Intel,670p,1.1.2,42.4,515.85,492.22,22664,1,0,43.0,95.7,0,0,0
NVME-13801,Intel,670p,1.0.0,27.7,332.12,278.25,12808,0,0,27.7,97.2,0,0,0
NVME-13802,Samsung,980 Pro,3.0.5,35.3,434.61,363.08,30043,28,1,36.2,96.4,1,3,1
NVME-13803,Samsung,980 Pro,3.0.5,78.3,756.53,668.77,22650,1,12,63.0,93.7,0,2,1
NVME-13804,Western Digital,SN850,1.0.0,37.7,1222.64,426.86,19409,0,35,100.0,8.8,1,1,1
NVME-13805,Samsung,980 Pro,1.1.2,37.3,378.9,423.78,12332,0,0,31.6,96.8,0,0,0
NVME-13806,Intel,670p,3.0.5,49.5,269.18,309.06,24767,1,0,22.4,97.8,0,0,0
NVME-13807,Samsung,980 Pro,1.0.0,38.4,479.72,434.53,28851,0,0,40.0,96.0,0,0,0
NVME-13808,Seagate,FireCuda 530,2.0.1,89.0,550.47,487.28,39967,0,11,45.9,95.4,1,2,1
NVME-13809,Crucial,P5 Plus,2.0.1,38.4,1073.03,983.68,23037,0,0,89.4,91.1,0,0,0
NVME-13810,Intel,670p,1.1.2,32.1,170.93,178.28,9208,1,0,14.2,98.6,0,0,0
NVME-13811,Samsung,980 Pro,1.1.2,25.9,738.6,769.37,29924,1,0,61.5,93.8,0,0,0
NVME-13812,Samsung,980 Pro,1.0.0,40.9,1276.46,1210.64,34640,0,0,100.0,89.4,0,0,0
NVME-13813,Intel,670p,3.0.5,78.4,133.18,155.71,3171,0,10,11.1,98.9,0,2,1
NVME-13814,Seagate,FireCuda 530,1.0.0,43.3,336.61,274.71,9843,2,23,28.1,97.2,1,4,1
NVME-13815,Seagate,FireCuda 530,3.0.5,33.7,1091.71,327.5,20614,0,16,91.0,8.4,1,1,1
NVME-13816,Samsung,980 Pro,2.0.1,39.3,125.59,101.28,7023,0,0,10.5,99.0,0,0,0
NVME-13817,Intel,670p,2.1.0,36.1,487.31,548.16,36373,1,0,40.6,95.9,0,0,0
NVME-13818,Intel,670p,3.0.5,30.3,50.33,45.78,2928,1,0,4.2,99.6,0,0,0
NVME-13819,Samsung,980 Pro,2.0.1,38.9,522.37,497.93,39753,0,0,43.5,95.6,0,0,0
NVME-13820,Western Digital,SN850,1.0.0,20.1,473.51,457.78,31289,30,7,39.5,96.1,1,3,1
NVME-13821,Western Digital,SN850,2.1.0,33.5,64.49,54.21,2155,0,0,5.4,99.5,0,0,0
NVME-13822,Crucial,P5 Plus,2.0.1,46.3,436.32,510.1,38513,0,77,36.4,96.4,1,4,1
NVME-13823,Samsung,980 Pro,2.0.1,60.7,1317.51,1518.43,34283,0,11,100.0,89.0,0,2,1
NVME-13824,Seagate,FireCuda 530,3.0.5,72.4,71.0,71.11,2139,1,5,5.9,99.4,0,2,1
NVME-13825,Crucial,P5 Plus,2.1.0,35.2,1474.24,1493.07,39717,0,0,100.0,87.7,0,0,0
NVME-13826,Intel,670p,1.0.0,39.6,328.0,354.98,15466,1,36,27.3,97.3,1,4,1
NVME-13827,Intel,670p,2.0.1,26.0,1101.57,1197.81,30912,0,43,91.8,2.3,1,1,1
NVME-13828,Crucial,P5 Plus,1.1.2,42.4,973.87,797.37,23623,1,0,81.2,91.9,0,0,0
NVME-13829,Western Digital,SN850,2.1.0,38.7,258.29,221.73,21551,0,0,21.5,97.8,0,0,0
NVME-13830,Intel,670p,3.0.5,31.9,937.06,1072.57,27316,0,0,78.1,92.2,0,0,0
NVME-13831,Western Digital,SN850,1.0.0,44.0,426.41,454.21,18070,0,0,35.5,96.4,0,0,0
NVME-13832,Western Digital,SN850,1.0.0,74.9,629.74,617.53,36787,1,7,52.5,94.8,0,2,1
NVME-13833,Intel,670p,3.0.5,32.9,847.64,876.86,31921,0,0,70.6,92.9,0,0,0
NVME-13834,Western Digital,SN850,1.1.2,29.1,1587.76,1719.72,35199,1,0,100.0,86.8,0,0,0
NVME-13835,Samsung,980 Pro,1.0.0,28.3,1297.97,1077.62,21431,1,6,100.0,1.3,1,1,1
NVME-13836,Intel,670p,3.0.5,44.9,1282.51,380.76,9751,1,46,100.0,1.0,1,1,1
NVME-13837,Intel,670p,3.0.5,32.2,457.99,543.89,20353,1,0,38.2,96.2,0,0,0
NVME-13838,Crucial,P5 Plus,3.0.5,64.7,1114.42,1156.1,31183,2,8,92.9,90.7,0,2,1
NVME-13839,Crucial,P5 Plus,1.0.0,35.9,1127.12,72.05,6345,0,33,93.9,8.4,1,1,1
NVME-13840,Crucial,P5 Plus,1.0.0,29.4,826.12,697.9,38298,3,0,68.8,93.1,0,0,0
NVME-13841,Intel,670p,1.1.2,41.1,799.57,951.55,18387,31,6,66.6,93.3,1,3,1
NVME-13842,Samsung,980 Pro,3.0.5,40.1,140.39,160.9,11714,0,0,11.7,98.8,0,0,0
NVME-13843,Crucial,P5 Plus,1.1.2,34.1,138.89,144.59,79,0,1,11.6,98.8,1,5,1
NVME-13844,Crucial,P5 Plus,3.0.5,29.7,1212.44,1032.78,38992,1,0,100.0,89.9,0,0,0
